date,well_id,qgi_Mscfd,qo_STBd,qw_STBd,Pres_psi,Pwh_psi,Pbh_psi,GOR_scfSTB,water_cut_frac,API_gravity,perm_mD,visc_cp,depth_ft,mix_dens_lbft3,glift_eff,qg_total_Mscfd
2023-05-14,ND-008,15.0,13.0,65.4,2686.8,111.6,2525.6,551.1,0.841,31.76,381.6,1.496,9294.0,60.95,0.869,22.181
2023-05-15,ND-008,15.0,11.9,73.2,2690.3,117.2,2528.9,534.8,0.8568,31.76,375.4,1.625,9313.1,61.25,0.797,21.39
2023-05-16,ND-008,15.0,12.1,70.9,2699.8,103.4,2537.8,532.7,0.8569,31.69,375.0,1.611,9295.3,61.19,0.806,21.438
2023-05-17,ND-008,15.0,12.9,72.6,2681.9,105.7,2521.0,531.6,0.8485,31.88,374.3,1.613,9298.3,61.16,0.857,21.835
2023-05-18,ND-008,15.0,13.7,71.8,2705.0,105.5,2542.7,527.2,0.836,31.85,378.1,1.556,9308.9,61.07,0.913,22.221
2023-05-19,ND-008,15.0,11.6,72.4,2706.5,108.7,2544.2,536.3,0.8617,31.91,388.0,1.532,9307.7,61.27,0.772,21.21
2023-05-20,ND-008,15.0,12.2,68.1,2694.9,110.5,2533.2,518.9,0.8511,31.65,377.2,1.513,9303.3,61.14,0.814,21.335
2023-05-21,ND-008,15.0,10.4,66.5,2703.0,115.1,2540.8,549.0,0.8658,31.85,375.9,1.536,9294.0,61.25,0.696,20.727
2023-05-22,ND-008,15.0,11.7,73.6,2699.3,117.2,2537.3,532.0,0.86,31.78,377.1,1.565,9320.7,61.28,0.782,21.24
2023-05-23,ND-008,15.0,12.2,70.8,2672.4,102.1,2512.1,562.7,0.8555,31.68,375.9,1.495,9314.2,61.13,0.814,21.874
2023-05-24,ND-008,15.0,10.6,66.3,2695.8,111.7,2534.1,493.8,0.863,31.88,366.8,1.527,9291.3,61.31,0.706,20.226
2023-05-25,ND-008,15.0,13.3,71.1,2670.6,104.3,2510.4,526.0,0.8412,31.65,379.7,1.59,9321.3,61.09,0.888,22.008
2023-05-26,ND-008,15.0,14.9,73.2,2708.4,112.7,2545.9,539.5,0.8317,31.87,381.9,1.428,9310.4,60.96,0.995,23.052
2023-05-27,ND-008,15.0,10.3,72.8,2699.1,105.1,2537.1,512.6,0.8755,32.17,374.5,1.553,9301.7,61.44,0.684,20.26
2023-05-28,ND-008,15.0,12.9,71.7,2691.5,110.7,2530.0,535.1,0.8471,31.38,393.3,1.533,9290.0,61.13,0.858,21.887
2023-05-29,ND-008,15.0,12.0,69.2,2701.4,108.4,2539.3,552.5,0.8496,31.86,378.7,1.559,9313.4,61.14,0.798,21.614
2023-05-30,ND-008,15.0,12.9,70.7,2684.0,122.0,2523.0,542.4,0.8478,32.02,376.3,1.608,9301.3,61.09,0.861,22.005
2023-05-31,ND-008,0.0,8.9,48.4,2698.2,96.4,2536.3,547.4,0.846,31.66,384.3,1.471,9312.5,61.37,0.0,4.87
2023-06-01,ND-008,15.0,12.0,67.5,2687.2,109.8,2526.0,546.2,0.8571,31.76,392.0,1.493,9302.7,61.11,0.798,21.538
2023-06-02,ND-008,15.0,12.7,70.0,2702.5,108.5,2540.3,518.5,0.8517,31.45,372.0,1.504,9313.7,61.13,0.848,21.596
2023-06-03,ND-008,15.0,13.0,76.7,2694.1,117.8,2532.5,538.6,0.8519,31.78,381.6,1.523,9299.4,61.21,0.866,21.996
2023-06-04,ND-008,15.0,10.8,70.6,2679.0,110.5,2518.3,516.2,0.8706,32.03,385.4,1.508,9306.6,61.34,0.719,20.566
2023-06-05,ND-008,15.0,12.2,69.8,2677.3,105.1,2516.6,530.1,0.8539,31.88,384.6,1.521,9293.1,61.17,0.811,21.45
2023-06-06,ND-008,15.0,13.4,69.5,2697.2,105.0,2535.4,529.5,0.8372,31.77,386.9,1.554,9305.6,61.05,0.89,22.069
2023-06-07,ND-008,15.0,12.1,67.8,2675.2,104.0,2514.7,536.3,0.8502,31.9,378.8,1.486,9313.7,61.12,0.807,21.493
2023-06-08,ND-008,15.0,11.8,72.4,2673.6,104.7,2513.2,519.8,0.8594,31.98,377.5,1.536,9309.0,61.27,0.785,21.122
2023-06-09,ND-008,15.0,10.9,74.8,2693.3,114.4,2531.7,517.5,0.8697,31.91,378.2,1.559,9302.9,61.41,0.729,20.658
2023-06-10,ND-008,15.0,11.5,69.8,2662.4,104.8,2502.7,507.4,0.8568,31.6,377.7,1.393,9304.1,61.27,0.765,20.819
2023-06-11,ND-008,15.0,11.3,65.5,2699.3,116.2,2537.3,519.0,0.8544,31.8,375.7,1.535,9286.6,61.18,0.753,20.859
2023-06-12,ND-008,15.0,12.5,71.3,2687.6,112.9,2526.3,536.4,0.8492,31.69,384.4,1.573,9299.6,61.15,0.836,21.724
2023-06-13,ND-008,15.0,12.3,71.8,2665.7,112.5,2505.7,520.0,0.8507,31.98,374.0,1.559,9310.9,61.21,0.819,21.39
2023-06-14,ND-008,15.0,12.0,68.9,2679.7,110.3,2518.9,586.0,0.853,31.67,373.2,1.629,9320.1,61.07,0.802,22.046
2023-06-15,ND-008,15.0,13.6,68.6,2652.3,107.4,2493.2,556.7,0.8365,31.78,382.3,1.5,9303.1,60.96,0.905,22.557
2023-06-16,ND-008,15.0,11.8,66.5,2701.1,106.5,2539.0,523.7,0.8488,31.57,366.7,1.572,9307.4,61.14,0.788,21.192
2023-06-17,ND-008,15.0,11.8,69.7,2713.0,117.5,2550.2,531.6,0.8545,32.27,374.5,1.543,9296.0,61.2,0.788,21.282
2023-06-18,ND-008,15.0,11.5,71.6,2684.2,108.9,2523.2,534.3,0.8618,31.91,388.9,1.519,9299.4,61.27,0.764,21.122
2023-06-19,ND-008,15.0,13.6,66.9,2722.3,108.5,2558.9,561.8,0.8325,31.85,384.2,1.527,9326.6,60.91,0.904,22.616
2023-06-20,ND-008,15.0,12.3,70.1,2697.3,109.0,2535.5,516.9,0.8493,31.98,384.0,1.54,9297.5,61.18,0.821,21.365
2023-06-21,ND-008,15.0,14.1,68.6,2689.7,103.8,2528.3,526.4,0.8266,31.65,377.3,1.41,9306.5,60.96,0.939,22.416
2023-06-22,ND-008,15.0,12.3,72.7,2669.1,105.6,2508.9,537.3,0.8516,31.69,375.7,1.474,9283.7,61.21,0.817,21.588
2023-06-23,ND-008,15.0,11.6,71.4,2686.3,110.3,2525.2,527.7,0.8569,31.54,382.5,1.48,9286.7,61.26,0.774,21.123
2023-06-24,ND-008,15.0,11.3,67.6,2686.2,112.3,2525.1,521.5,0.8586,31.8,386.6,1.517,9302.5,61.22,0.754,20.896
2023-06-25,ND-008,15.0,13.1,72.0,2683.1,110.2,2522.1,526.1,0.841,31.59,383.6,1.527,9327.3,61.13,0.871,21.876
2023-06-26,ND-008,15.0,12.2,69.3,2692.3,108.4,2530.8,542.8,0.8516,32.09,390.2,1.542,9304.4,61.14,0.811,21.599
2023-06-27,ND-008,15.0,12.6,71.0,2663.6,115.1,2503.8,535.2,0.8506,31.71,376.5,1.437,9297.3,61.14,0.839,21.737
2023-06-28,ND-008,15.0,12.4,69.9,2700.7,108.6,2538.7,527.6,0.8518,31.99,375.0,1.591,9294.8,61.15,0.829,21.56
2023-06-29,ND-008,15.0,14.6,65.7,2666.9,112.0,2506.9,551.4,0.8173,31.33,372.9,1.491,9300.7,60.8,0.973,23.047
2023-06-30,ND-008,74.85,43.3,236.6,2675.4,126.1,2514.8,540.2,0.8445,31.47,380.6,1.48,9304.5,60.96,0.579,98.251
2023-07-01,ND-008,69.27,31.1,220.2,2677.5,131.0,2516.8,522.8,0.8775,32.1,376.0,1.493,9294.2,61.28,0.45,85.554
2023-07-02,ND-008,63.12,41.1,231.3,2660.9,123.9,2501.3,539.0,0.8414,31.83,383.2,1.501,9308.4,61.05,0.652,85.294
2023-07-03,ND-008,52.53,34.9,191.0,2691.7,131.2,2530.2,546.0,0.8432,31.97,379.7,1.551,9291.3,61.01,0.663,71.562
2023-07-04,ND-008,44.58,30.4,170.1,2680.0,123.5,2519.2,508.5,0.8451,32.16,380.3,1.506,9303.6,61.11,0.683,60.055
2023-07-05,ND-008,41.89,32.1,149.2,2672.7,116.7,2512.4,558.4,0.8281,31.86,392.0,1.523,9297.9,60.77,0.766,59.799
2023-07-06,ND-008,36.47,24.8,145.0,2683.4,126.5,2522.4,537.4,0.8516,31.91,387.3,1.491,9297.7,61.13,0.681,49.819
2023-07-07,ND-008,0.0,8.5,49.8,2674.2,92.5,2513.8,556.3,0.8572,31.88,375.8,1.544,9308.6,61.44,0.0,4.734
2023-07-08,ND-008,24.77,18.5,101.7,2667.8,122.3,2507.8,521.2,0.8453,31.41,380.7,1.459,9297.9,61.09,0.748,34.425
2023-07-09,ND-008,19.62,13.7,85.5,2670.4,110.4,2510.2,543.0,0.8616,31.72,373.1,1.451,9299.1,61.23,0.697,27.045
2023-07-10,ND-008,18.43,15.5,80.9,2697.4,108.6,2535.5,526.1,0.839,31.78,385.8,1.554,9315.6,61.04,0.842,26.595
2023-07-11,ND-008,18.0,14.3,81.0,2674.8,118.1,2514.3,513.6,0.852,31.91,382.2,1.496,9310.7,61.16,0.797,25.37
2023-07-12,ND-008,15.11,12.5,72.3,2716.0,116.7,2553.0,503.4,0.8489,31.49,375.3,1.486,9296.5,61.23,0.827,21.398
2023-07-13,ND-008,15.0,13.1,67.4,2677.5,111.8,2516.9,507.6,0.8397,31.48,385.1,1.544,9290.7,61.05,0.875,21.663
2023-07-14,ND-008,15.0,12.3,70.2,2656.0,108.1,2496.6,555.1,0.8446,31.57,378.3,1.586,9339.6,61.13,0.818,21.809
2023-07-15,ND-008,15.0,12.1,72.2,2689.6,100.8,2528.2,528.5,0.851,31.75,381.5,1.563,9283.3,61.22,0.808,21.406
2023-07-16,ND-008,15.0,12.2,58.4,2671.5,114.9,2511.2,535.6,0.8381,32.0,381.3,1.56,9303.1,60.87,0.814,21.539
2023-07-17,ND-008,0.0,8.2,49.3,2663.4,88.8,2503.6,529.8,0.8568,32.07,385.9,1.604,9283.7,61.52,0.0,4.368
2023-07-18,ND-008,15.0,13.4,71.3,2696.6,110.2,2534.8,533.9,0.8402,31.97,377.7,1.556,9295.5,61.07,0.895,22.165
2023-07-19,ND-008,15.0,10.9,70.3,2679.4,109.5,2518.6,518.9,0.8589,32.01,378.5,1.588,9326.4,61.32,0.73,20.681
2023-07-20,ND-008,15.0,11.7,67.3,2688.9,103.5,2527.5,529.3,0.8505,31.57,383.1,1.565,9303.1,61.16,0.778,21.179
2023-07-21,ND-008,15.0,11.2,72.1,2678.5,108.0,2517.8,555.9,0.8631,31.9,375.7,1.429,9301.7,61.27,0.746,21.222
2023-07-22,ND-008,15.0,11.8,70.3,2677.3,111.7,2516.7,534.9,0.8549,32.14,375.5,1.471,9296.0,61.21,0.787,21.314
2023-07-23,ND-008,15.0,11.1,69.1,2673.8,103.2,2513.4,538.6,0.8565,31.67,383.9,1.514,9296.2,61.24,0.742,20.997
2023-07-24,ND-008,15.0,11.0,72.3,2672.5,113.7,2512.1,528.8,0.8651,32.12,386.1,1.581,9302.4,61.33,0.736,20.84
2023-07-25,ND-008,15.0,12.1,65.9,2706.4,104.1,2544.1,506.1,0.8484,31.62,378.7,1.557,9298.2,61.13,0.805,21.109
2023-07-26,ND-008,15.0,12.3,69.9,2683.2,103.3,2522.2,529.8,0.8519,31.76,385.2,1.531,9293.4,61.15,0.823,21.543
2023-07-27,ND-008,15.0,11.0,66.0,2663.8,118.9,2504.0,540.6,0.8625,31.97,380.5,1.564,9305.4,61.19,0.733,20.944
2023-07-28,ND-008,15.0,12.0,69.1,2665.4,101.2,2505.5,538.1,0.8501,31.9,362.8,1.591,9314.4,61.15,0.8,21.461
2023-07-29,ND-008,0.0,7.8,48.5,2672.4,92.8,2512.1,511.8,0.8596,32.03,373.5,1.533,9324.3,61.59,0.0,4.014
2023-07-30,ND-008,15.0,10.4,65.6,2673.9,121.4,2513.4,515.2,0.8656,31.49,384.9,1.535,9304.8,61.28,0.697,20.383
2023-07-31,ND-008,15.0,12.6,68.4,2686.1,113.6,2525.0,532.3,0.8419,32.03,379.8,1.643,9326.1,61.09,0.838,21.692
2023-08-01,ND-008,15.0,14.4,69.0,2682.8,105.5,2521.9,520.7,0.8215,31.63,377.3,1.52,9294.5,60.94,0.962,22.517
2023-08-02,ND-008,15.0,11.4,71.0,2678.2,111.2,2517.5,583.7,0.8578,31.37,374.1,1.555,9295.3,61.18,0.761,21.662
2023-08-03,ND-008,15.0,11.9,75.6,2661.4,115.5,2501.7,511.9,0.8588,32.1,388.4,1.548,9292.7,61.34,0.79,21.067
2023-08-04,ND-008,15.0,13.0,67.6,2685.7,111.3,2524.6,557.8,0.839,31.94,391.6,1.535,9284.3,60.99,0.869,22.27
2023-08-05,ND-008,15.0,12.2,69.6,2691.7,96.5,2530.2,529.6,0.849,31.98,384.4,1.52,9312.3,61.16,0.811,21.44
2023-08-06,ND-008,15.0,10.5,70.0,2669.8,98.5,2509.6,529.9,0.865,31.6,390.7,1.555,9296.6,61.34,0.702,20.578
2023-08-07,ND-008,15.0,10.6,71.3,2676.2,114.6,2515.6,558.0,0.8697,31.74,380.3,1.504,9316.8,61.31,0.708,20.927
2023-08-08,ND-008,15.0,11.6,70.2,2636.8,102.6,2478.6,521.8,0.8474,31.71,379.3,1.51,9307.1,61.25,0.771,21.034
2023-08-09,ND-008,15.0,11.3,67.3,2686.8,107.0,2525.6,554.0,0.8576,31.78,376.5,1.509,9284.3,61.16,0.756,21.284
2023-08-10,ND-008,15.0,12.1,69.0,2681.5,119.2,2520.6,553.0,0.8496,32.31,372.5,1.579,9296.8,61.12,0.805,21.679
2023-08-11,ND-008,15.0,14.0,66.7,2659.3,108.0,2499.8,543.8,0.8315,31.58,384.3,1.529,9324.0,60.89,0.934,22.621
2023-08-12,ND-008,15.0,14.9,72.3,2662.0,108.8,2502.3,520.6,0.8258,31.86,381.9,1.433,9302.3,60.97,0.996,22.78
2023-08-13,ND-008,15.0,11.0,70.9,2662.3,119.2,2502.6,548.3,0.8656,31.82,381.7,1.454,9285.5,61.28,0.733,21.029
2023-08-14,ND-008,15.0,12.4,64.1,2681.8,103.0,2520.9,486.4,0.8374,31.58,385.2,1.58,9320.6,61.08,0.826,21.026
2023-08-15,ND-008,15.0,11.6,68.4,2677.7,107.2,2517.0,531.4,0.8571,32.06,374.8,1.514,9293.2,61.19,0.772,21.15
2023-08-16,ND-008,15.0,11.6,68.3,2683.8,103.8,2522.8,538.5,0.8552,31.64,383.0,1.58,9294.2,61.18,0.771,21.231
2023-08-17,ND-008,15.0,11.8,67.0,2702.3,106.7,2540.1,533.4,0.8493,32.01,383.3,1.562,9314.8,61.13,0.788,21.307
2023-08-18,ND-008,0.0,9.9,50.2,2677.3,80.0,2516.7,527.6,0.8367,31.55,377.0,1.484,9287.5,61.31,0.0,5.205
2023-08-19,ND-008,15.0,13.6,67.4,2668.0,115.2,2507.9,540.1,0.8311,31.45,374.5,1.576,9286.0,60.95,0.909,22.368
2023-08-20,ND-008,15.0,12.5,62.5,2699.4,112.3,2537.4,559.3,0.8348,31.94,377.2,1.527,9320.6,60.91,0.835,22.002
2023-08-21,ND-008,15.0,11.9,70.6,2639.2,111.6,2480.8,522.0,0.8523,31.96,383.2,1.614,9295.7,61.22,0.795,21.228
2023-08-22,ND-008,15.0,12.7,64.6,2669.1,117.0,2508.9,565.5,0.8378,31.76,376.6,1.523,9307.1,60.93,0.849,22.201
2023-08-23,ND-008,15.0,10.4,70.8,2647.0,108.1,2488.2,540.5,0.8654,31.96,375.3,1.516,9325.3,61.35,0.692,20.612
2023-08-24,ND-008,0.0,6.9,47.7,2654.6,90.0,2495.4,551.5,0.8741,32.01,380.3,1.489,9303.9,61.64,0.0,3.823
2023-08-25,ND-008,15.0,13.5,71.5,2697.0,114.7,2535.2,536.2,0.8401,31.74,379.3,1.679,9301.0,61.07,0.897,22.217
2023-08-26,ND-008,15.0,11.9,66.3,2690.0,115.7,2528.6,549.9,0.853,31.76,383.4,1.531,9305.2,61.09,0.792,21.533
2023-08-27,ND-008,15.0,11.4,67.6,2674.1,114.8,2513.6,534.3,0.8529,31.75,374.9,1.561,9318.5,61.19,0.76,21.095
2023-08-28,ND-008,15.0,12.1,69.0,2677.1,111.5,2516.4,539.7,0.8509,31.62,383.3,1.423,9292.5,61.14,0.804,21.505
2023-08-29,ND-008,15.0,12.0,71.2,2672.8,109.3,2512.5,530.7,0.8507,31.48,369.6,1.472,9297.7,61.21,0.802,21.385
2023-08-30,ND-008,15.0,10.8,64.1,2666.3,112.9,2506.3,537.0,0.8618,31.33,380.6,1.532,9288.3,61.17,0.721,20.807
2023-08-31,ND-008,15.0,12.6,65.7,2676.0,112.5,2515.4,536.5,0.8399,31.65,381.1,1.518,9305.2,61.02,0.839,21.754
2023-09-01,ND-008,15.0,13.5,67.9,2682.7,104.1,2521.7,552.2,0.837,31.78,393.6,1.626,9321.5,60.96,0.902,22.467
2023-09-02,ND-008,15.0,12.7,64.6,2676.5,105.3,2515.9,532.4,0.8403,31.84,381.1,1.505,9307.0,60.99,0.845,21.747
2023-09-03,ND-008,15.0,12.3,64.7,2655.2,118.6,2495.8,541.8,0.8405,31.9,381.5,1.512,9308.2,61.02,0.82,21.665
2023-09-04,ND-008,15.0,11.7,68.4,2656.1,108.4,2496.7,513.4,0.8543,31.91,375.9,1.487,9273.8,61.21,0.778,20.988
2023-09-05,ND-008,15.0,11.7,69.3,2660.2,117.0,2500.6,529.3,0.8518,31.99,373.4,1.563,9313.0,61.2,0.78,21.189
2023-09-06,ND-008,15.0,10.9,67.6,2653.4,112.2,2494.2,525.5,0.8609,32.01,381.7,1.679,9302.7,61.25,0.729,20.743
2023-09-07,ND-008,15.0,10.9,68.2,2677.6,115.8,2517.0,542.0,0.8601,31.79,380.8,1.473,9298.7,61.24,0.727,20.912
2023-09-08,ND-008,0.0,8.8,47.5,2693.6,91.8,2532.0,552.4,0.8414,31.7,377.6,1.542,9298.3,61.34,0.0,4.884
2023-09-09,ND-008,15.0,12.1,64.6,2654.0,109.7,2494.8,521.8,0.8434,31.54,382.0,1.557,9296.3,61.07,0.806,21.312
2023-09-10,ND-008,15.0,13.6,68.1,2682.0,109.9,2521.1,540.1,0.8305,32.17,379.9,1.453,9303.2,60.97,0.904,22.326
2023-09-11,ND-008,15.0,12.8,67.6,2652.7,105.1,2493.5,513.6,0.8402,31.69,385.4,1.427,9314.9,61.08,0.85,21.552
2023-09-12,ND-008,15.0,10.5,67.6,2668.2,109.2,2508.1,542.9,0.865,32.08,378.3,1.55,9315.7,61.26,0.703,20.725
2023-09-13,ND-008,15.0,11.2,65.6,2645.1,111.6,2486.4,505.5,0.8512,31.7,374.1,1.503,9279.5,61.21,0.748,20.674
2023-09-14,ND-008,15.0,12.4,61.1,2694.9,106.1,2533.2,530.8,0.8342,31.93,381.2,1.532,9290.7,60.93,0.829,21.601
2023-09-15,ND-008,15.0,12.0,62.0,2688.2,118.9,2526.9,524.9,0.8381,31.78,372.4,1.542,9299.4,61.01,0.797,21.279
2023-09-16,ND-008,15.0,10.8,60.9,2660.2,115.1,2500.6,542.1,0.8503,32.04,387.1,1.513,9293.7,61.09,0.719,20.845
2023-09-17,ND-008,15.0,11.2,60.9,2664.3,122.3,2504.5,506.9,0.8462,31.9,384.0,1.584,9310.6,61.09,0.75,20.702
2023-09-18,ND-008,15.0,10.6,67.1,2651.1,114.0,2492.1,522.1,0.8652,32.1,395.7,1.481,9300.2,61.28,0.708,20.541
2023-09-19,ND-008,15.0,11.7,66.2,2666.3,114.3,2506.3,538.9,0.848,32.39,373.5,1.518,9297.2,61.12,0.778,21.292
2023-09-20,ND-008,15.0,12.7,62.1,2667.4,107.8,2507.3,518.4,0.8333,31.85,384.1,1.488,9302.5,60.95,0.844,21.56
2023-09-21,ND-008,15.0,12.5,65.1,2656.0,108.6,2496.6,526.7,0.8393,32.02,377.4,1.503,9314.1,61.03,0.835,21.598
2023-09-22,ND-008,15.0,12.4,63.8,2659.8,108.4,2500.2,509.6,0.8412,31.7,396.9,1.578,9298.2,61.03,0.828,21.328
2023-09-23,ND-008,15.0,12.0,70.3,2696.0,107.5,2534.2,526.7,0.8525,31.95,384.9,1.545,9306.4,61.2,0.801,21.328
2023-09-24,ND-008,15.0,11.6,67.7,2649.8,113.5,2490.8,529.2,0.8519,31.53,387.7,1.463,9296.7,61.18,0.772,21.129
2023-09-25,ND-008,15.0,11.1,71.4,2675.1,113.8,2514.6,527.1,0.8628,31.38,383.5,1.459,9268.3,61.31,0.742,20.863
2023-09-26,ND-008,15.0,10.1,67.4,2662.2,109.1,2502.5,491.3,0.8654,32.14,382.4,1.48,9296.9,61.39,0.674,19.967
2023-09-27,ND-008,15.0,11.9,66.3,2668.3,106.5,2508.2,569.0,0.8503,31.83,384.6,1.554,9322.6,61.05,0.795,21.789
2023-09-28,ND-008,15.0,11.5,68.3,2683.9,112.2,2522.8,518.3,0.8552,31.63,372.3,1.521,9291.5,61.22,0.767,20.965
2023-09-29,ND-008,15.0,9.8,67.2,2656.3,108.3,2496.9,543.0,0.8759,31.39,382.8,1.563,9304.7,61.33,0.655,20.337
2023-09-30,ND-008,15.0,10.8,68.7,2678.8,99.9,2518.1,550.2,0.8656,31.87,383.5,1.553,9319.5,61.25,0.718,20.924
2023-10-01,ND-008,15.0,12.8,65.6,2668.9,116.2,2508.7,525.8,0.8434,31.74,375.8,1.539,9306.3,61.02,0.851,21.71
2023-10-02,ND-008,15.0,11.6,69.0,2663.6,109.9,2503.8,526.5,0.8577,31.6,374.0,1.406,9324.1,61.21,0.776,21.132
2023-10-03,ND-008,15.0,12.1,62.3,2660.8,110.1,2501.2,513.0,0.842,32.32,377.7,1.506,9303.2,61.02,0.809,21.229
2023-10-04,ND-008,15.0,10.7,68.3,2648.3,114.5,2489.4,528.1,0.8627,31.78,386.0,1.486,9302.5,61.28,0.716,20.673
2023-10-05,ND-008,15.0,11.5,70.3,2656.5,103.8,2497.1,533.2,0.8568,31.44,379.1,1.497,9302.0,61.23,0.77,21.156
2023-10-06,ND-008,15.0,12.5,68.1,2672.9,121.2,2512.5,513.1,0.8434,31.68,385.7,1.426,9310.3,61.12,0.833,21.412
2023-10-07,ND-008,15.0,11.7,67.2,2669.1,119.0,2509.0,526.8,0.8503,31.47,384.2,1.482,9297.8,61.16,0.778,21.145
2023-10-08,ND-008,15.0,9.9,67.9,2674.4,105.8,2513.9,529.8,0.8699,31.63,393.4,1.548,9304.5,61.36,0.657,20.225
2023-10-09,ND-008,15.0,12.3,67.0,2682.9,116.5,2521.9,520.9,0.8443,31.9,382.9,1.477,9313.6,61.11,0.819,21.4
2023-10-10,ND-008,15.0,10.7,64.1,2673.6,112.9,2513.2,505.4,0.8626,31.78,390.2,1.416,9318.6,61.23,0.711,20.392
2023-10-11,ND-008,15.0,11.0,66.5,2646.0,109.1,2487.3,550.0,0.8617,31.06,371.5,1.537,9313.1,61.18,0.736,21.073
2023-10-12,ND-008,15.0,11.8,63.4,2641.4,104.9,2482.9,565.5,0.845,31.71,375.4,1.492,9298.2,61.0,0.785,21.656
2023-10-13,ND-008,15.0,12.1,70.6,2663.4,109.7,2503.6,519.9,0.8474,32.0,369.3,1.508,9312.6,61.2,0.807,21.291
2023-10-14,ND-008,15.0,13.9,69.7,2663.3,102.6,2503.5,522.7,0.8301,31.9,380.4,1.501,9302.4,61.0,0.928,22.279
2023-10-15,ND-008,15.0,10.7,63.6,2676.5,121.0,2515.9,541.4,0.8599,31.55,376.7,1.529,9280.4,61.16,0.712,20.783
2023-10-16,ND-008,15.0,12.3,69.0,2668.1,110.4,2508.0,525.0,0.8492,31.77,383.0,1.567,9310.3,61.14,0.821,21.468
2023-10-17,ND-008,15.0,11.0,65.5,2664.4,110.3,2504.6,533.5,0.8556,31.72,379.2,1.492,9318.0,61.19,0.732,20.856
2023-10-18,ND-008,15.0,11.1,62.6,2647.2,108.9,2488.3,548.2,0.8517,31.93,374.6,1.505,9325.5,61.08,0.739,21.078
2023-10-19,ND-008,15.0,13.2,65.8,2681.0,110.4,2520.1,521.3,0.8327,31.58,380.8,1.572,9314.1,60.99,0.877,21.856
2023-10-20,ND-008,15.0,11.7,67.6,2673.7,109.0,2513.3,529.4,0.8527,31.96,378.4,1.453,9292.1,61.16,0.783,21.218
2023-10-21,ND-008,15.0,11.1,66.9,2663.2,110.9,2503.4,537.8,0.8576,31.65,385.6,1.501,9308.0,61.2,0.74,20.974
2023-10-22,ND-008,15.0,11.9,65.9,2618.5,113.5,2461.3,544.3,0.8422,31.91,383.5,1.395,9318.3,61.08,0.793,21.471
2023-10-23,ND-008,15.0,8.7,64.0,2673.3,110.4,2512.9,558.6,0.8833,31.91,378.0,1.481,9310.3,61.37,0.578,19.84
2023-10-24,ND-008,15.0,13.3,64.7,2676.6,102.1,2516.0,527.6,0.8322,31.88,376.6,1.5,9301.7,60.93,0.888,22.028
2023-10-25,ND-008,15.0,11.8,67.2,2666.6,113.1,2506.6,517.8,0.8481,32.29,381.0,1.563,9290.5,61.16,0.789,21.128
2023-10-26,ND-008,15.0,12.0,67.7,2651.9,101.6,2492.7,556.6,0.8478,32.23,380.6,1.519,9317.3,61.1,0.8,21.678
2023-10-27,ND-008,15.0,11.1,67.3,2655.0,117.1,2495.7,525.9,0.8552,32.22,376.4,1.509,9309.7,61.23,0.737,20.814
2023-10-28,ND-008,15.0,12.2,65.4,2656.6,120.1,2497.2,540.6,0.8456,31.91,386.7,1.499,9293.5,61.05,0.813,21.595
2023-10-29,ND-008,15.0,13.6,64.1,2657.5,107.0,2498.0,560.2,0.8211,31.79,379.0,1.436,9313.8,60.84,0.905,22.609
2023-10-30,ND-008,15.0,12.4,65.5,2650.7,112.5,2491.7,552.5,0.8407,31.42,388.6,1.452,9304.7,61.01,0.825,21.838
2023-10-31,ND-008,15.0,12.4,67.4,2658.1,113.4,2498.6,548.0,0.8452,31.2,360.0,1.542,9310.4,61.07,0.825,21.777
2023-11-01,ND-008,15.0,12.4,66.3,2683.3,110.0,2522.3,543.4,0.8362,31.87,385.4,1.555,9321.8,61.04,0.829,21.756
2023-11-02,ND-008,15.0,11.2,62.1,2660.9,115.5,2501.2,518.9,0.8542,31.37,367.1,1.468,9300.3,61.11,0.746,20.805
2023-11-03,ND-008,15.0,11.6,62.0,2664.5,114.1,2504.6,530.2,0.8521,31.72,373.9,1.535,9303.3,61.05,0.771,21.132
2023-11-04,ND-008,15.0,10.9,66.3,2672.6,123.7,2512.2,551.0,0.8634,31.36,382.7,1.606,9287.5,61.19,0.723,20.978
2023-11-05,ND-008,15.0,10.4,66.4,2667.5,115.5,2507.5,552.7,0.8698,31.73,386.6,1.539,9303.4,61.24,0.692,20.733
2023-11-06,ND-008,15.0,11.2,67.1,2683.1,108.7,2522.1,511.5,0.8562,31.5,376.0,1.454,9296.2,61.24,0.744,20.706
2023-11-07,ND-008,15.0,12.8,56.7,2686.6,124.3,2525.4,533.2,0.8224,31.78,379.4,1.534,9294.3,60.75,0.855,21.839
2023-11-08,ND-008,15.0,11.8,64.3,2678.7,129.2,2517.9,529.5,0.8414,31.56,376.4,1.564,9307.2,61.08,0.784,21.23
2023-11-09,ND-008,15.0,10.8,67.4,2665.3,118.2,2505.4,526.5,0.8609,31.59,375.9,1.539,9298.0,61.26,0.717,20.66
2023-11-10,ND-008,15.0,12.9,65.7,2665.0,113.2,2505.1,530.5,0.8336,31.74,382.1,1.553,9312.5,61.0,0.858,21.824
2023-11-11,ND-008,15.0,12.4,64.5,2669.7,122.5,2509.5,555.2,0.8401,31.63,378.6,1.461,9310.7,60.98,0.826,21.881
